query_id,db_id,pident,identity_bin,true_label,pred_label_blast,blast_correct
gb|AAC74149.2|ARO:3001216|mdtH,gb|CAG39357.1|ARO:3003901|Saur_GlpT_FOF,26.19,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAU95768.1|ARO:3000026|mepA,gb|AJY14066.1|ARO:3004860|Bdol_gyrA_FLO,21.277,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC75135.2|ARO:3000792|mdtA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,32.448,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAL19306.1|ARO:3000789|mdsA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,31.025,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAA64891.1|ARO:3000812|mtrE,gb|AAC73938.1|ARO:3003751|Ecol_nfsA_NIT,30.769,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ADM92605.1|ARO:3000553|adeR,gb|AAG08162.1|ARO:3003582|basR,34.211,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAH35802.1|ARO:3002983|amrB,gb|NP_216000.1|ARO:3004876|Mtub_inhA_ETO,37.255,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG03814.1|ARO:3000377|MexA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,42.257,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|BAC67143.1|ARO:3000166|tet(B),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,29.688,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC72341.1|ARO:3000182|tet(Y),gb|NP_217456.1|ARO:3004978|Mtub_mas_PZA,38.636,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAD22144.1|ARO:3002698|cmlB,gb|AAC66824.2|ARO:3003777|Bbur_mur_FOF,27.692,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAV85982.1|ARO:3000535|macB,gb|WP_323056190.1|ARO:3007843|VRA-F,41.964,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAG07595.1|ARO:3000809|OpmD,gb|AEA93051.1|ARO:3003760|Efae_cls_DAP,34.483,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC60780.1|ARO:3003049|rosB,gb|AAL00321.1|ARO:3003042|Spne_PBP2b_AMX,37.5,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAA20116.1|ARO:3000180|tetA(P),gb|CAG39240.1|ARO:3003902|Saur_UhpT_FOF,30.435,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAA11237.1|ARO:3000254|emrY,gb|CAA42550.1|ARO:3003028|lmrA,27.457,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAJ77855.1|ARO:3000779|adeH,gb|BAE77086.1|ARO:3003316|Ecol_parE_FLO,28.736,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAQ10694.1|ARO:3003047|qacB,gb|CAA42550.1|ARO:3003028|lmrA,27.316,lt_40,antibiotic efflux,antibiotic efflux,1
gb|KIX81495.1|ARO:3002813|lmrB,gb|CAA42550.1|ARO:3003028|lmrA,23.096,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ACJ59254.1|ARO:3000768|abeS,gb|CAA67349.1|ARO:3003359|Scin_EFTu_ELF,57.143,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|ABV18113.1|ARO:3001329|mdtG,gb|NP_218312.1|ARO:3003325|Mbov_embB_EMB,40.0,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|BAA11236.1|ARO:3000206|emrK,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,21.845,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAC11911.1|ARO:3003551|emeA,gb|CAG39240.1|ARO:3003902|Saur_UhpT_FOF,29.577,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAX14802.1|ARO:3000781|adeJ,gb|AAC73938.1|ARO:3003751|Ecol_nfsA_NIT,25.664,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CAC14596.1|ARO:3003057|smeF,gb|AAD08242.1|ARO:3007051|Hpyl_rpoB_RIF,21.795,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAA07390.1|ARO:3002893|tcr3,gb|CAA42550.1|ARO:3003028|lmrA,28.758,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAC80727.1|ARO:3000476|tet(31),gb|CAA42550.1|ARO:3003028|lmrA,38.095,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC76296.1|ARO:3000656|AcrS,gb|CAC35723.1|ARO:3003374|Kaer_acrR_MULT,37.681,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ABS43151.1|ARO:3000784|cmeB,gb|NP_217456.1|ARO:3004978|Mtub_mas_PZA,28.889,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAO79432.1|ARO:3000785|cmeC,gb|WP_010891786.1|ARO:3003309|Uure_parC_FLO,34.884,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAB41956.1|ARO:3000800|MexC,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,42.045,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAB41958.1|ARO:3000802|OprJ,gb|NP_218310.1|ARO:3003327|Mtub_embC_EMB,42.105,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAC75136.1|ARO:3000793|mdtB,gb|AJP09758.1|ARO:3004681|Cdif_rpoC_VAN,47.059,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|BAB56495.1|ARO:3000746|mepR,gb|AMR95642.1|ARO:3003805|Efae_gshF_DAP,28.205,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAL14440.1|ARO:3000775|adeB,gb|NP_217449.1|ARO:3004975|Mtub_ppsC_PZA,37.931,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAE77933.1|ARO:3000518|CRP,gb|WP_001182024.1|ARO:3007053|Hpyl_gyrB_FLO,23.49,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CAC14595.1|ARO:3003056|smeE,gb|AAC76209.2|ARO:3003386|Ecol_folP_SLF,27.5,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CAD70268.1|ARO:3002704|fexA,gb|CAA42550.1|ARO:3003028|lmrA,27.586,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAA99505.1|ARO:3002988|bcrB,gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA,42.105,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAD04032.1|ARO:3002892|otr(B),gb|CAA42550.1|ARO:3003028|lmrA,28.436,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAM12479.1|ARO:3000567|tet(40),gb|CAA42550.1|ARO:3003028|lmrA,29.448,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAK97755.1|ARO:3000167|tet(C),gb|CAG39240.1|ARO:3003902|Saur_UhpT_FOF,27.368,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAD25538.1|ARO:3000174|tet(G),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,35.938,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAF27726.1|ARO:3002694|cmlA4,gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP,27.473,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAB36671.1|ARO:3000832|evgA,gb|AFK58562.1|ARO:3003078|Efac_liaR_DAP,26.601,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAA26057.1|ARO:3002693|cmlA1,gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP,27.473,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CAL30186.1|ARO:3002699|cmlB1,gb|CAA42550.1|ARO:3003028|lmrA,26.667,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC73564.1|ARO:3000216|acrB,gb|AAL00321.1|ARO:3003042|Spne_PBP2b_AMX,24.752,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CAA75663.1|ARO:3000175|tet(H),gb|CAG39240.1|ARO:3003902|Saur_UhpT_FOF,28.571,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAW66497.1|ARO:3000566|tet(39),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,31.25,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG05881.1|ARO:3000803|MexE,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,33.618,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAD12753.1|ARO:3000177|tet(J),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,26.437,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAB84282.1|ARO:3000181|tet(V),gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,25.322,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CCQ22388.1|ARO:3000421|norB,gb|CAA42550.1|ARO:3003028|lmrA,26.174,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAL19304.1|ARO:3000791|mdsC,gb|WP_041918279.1|ARO:3003925|Hpin_parC_FLO,24.752,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ABS43901.1|ARO:3000783|cmeA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,28.529,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC77293.1|ARO:3001214|mdtM,gb|CAA42550.1|ARO:3003028|lmrA,22.115,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAF67494.2|ARO:3002522|novA,gb|WP_323056190.1|ARO:3007843|VRA-F,26.667,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAJ77857.1|ARO:3000778|adeG,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,32.927,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAL34518.1|ARO:3000526|cmeR,gb|ACF30254.1|ARO:3004851|Ngon_mtrR_AZM,31.325,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAB35162.1|ARO:3000676|H-NS,gb|NP_217449.1|ARO:3004975|Mtub_ppsC_PZA,36.667,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAB58161.1|ARO:3003010|ceoB,gb|NP_218310.1|ARO:3003327|Mtub_embC_EMB,29.592,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAA22277.1|ARO:3003007|bmr,gb|CAA42550.1|ARO:3003028|lmrA,22.078,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC60781.1|ARO:3003048|rosA,gb|CAG39240.1|ARO:3003902|Saur_UhpT_FOF,31.915,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAL75563.1|ARO:3000168|tet(D),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,33.846,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ACJ63262.1|ARO:3003107|mef(B),gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA,29.167,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AEZ36150.1|ARO:3000448|QepA1,gb|CAA42550.1|ARO:3003028|lmrA,30.047,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAL14439.1|ARO:3000774|adeA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,43.202,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAC75137.1|ARO:3000794|mdtC,gb|AAL97684.1|ARO:3003387|Spyo_folP_SLF,39.583,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC75429.1|ARO:3000833|evgS,gb|CAG39047.1|ARO:3003794|Saur_walK_DAP,24.906,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC75731.1|ARO:3000516|emrR,gb|NP_215192.1|ARO:3007852|Mtub_Rv0678_CFZ,37.838,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAF42063.1|ARO:3000810|mtrC,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,95.874,90_to_100,antibiotic efflux,antibiotic efflux,1
gb|AAG03380.1|ARO:3002703|cmx,gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,27.479,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAD89844.2|ARO:3000753|abeM,gb|CAC29514.1|ARO:3003298|Mlep_gyrA_FLO,37.5,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAL19305.1|ARO:3000790|mdsB,gb|NP_217449.1|ARO:3004975|Mtub_ppsC_PZA,34.783,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ATC67679.1|ARO:3000838|arlR,gb|AAG08162.1|ARO:3003582|basR,38.813,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAA16344.1|ARO:3000491|acrD,gb|WAH47136.1|ARO:3007420|Kpne_lamB_CZA,26.316,lt_40,antibiotic efflux,reduced permeability to antibiotic,0
gb|AAK52606.1|ARO:3002696|cmlA6,gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP,27.473,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAE78084.1|ARO:3003548|mdtN,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,25.2,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAB28795.1|ARO:3000178|tet(K),gb|CAA42550.1|ARO:3003028|lmrA,25.258,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AFK80333.1|ARO:3001313|facT,gb|CAA42550.1|ARO:3003028|lmrA,30.645,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ACJ41739.1|ARO:3000780|adeI,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,43.59,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAG07593.1|ARO:3000807|MexH,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,25.68,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC76298.1|ARO:3000502|AcrF,gb|CAG39568.1|ARO:3003287|Saur_rpoB_DAP,31.25,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC76297.1|ARO:3000499|AcrE,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,45.299,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAD51344.1|ARO:3003051|smeA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,41.641,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|CAH35803.1|ARO:3002982|amrA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,37.228,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAD51348.1|ARO:3003066|smeR,gb|AAG08162.1|ARO:3003582|basR,38.288,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAS68233.1|ARO:3000391|norA,gb|CAG39357.1|ARO:3003901|Saur_GlpT_FOF,24.545,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAD44693.1|ARO:3000816|mtrA,gb|AAL23089.1|ARO:3003383|Sent_soxS_MULT,26.596,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAP93922.1|ARO:3000569|tet(41),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,32.71,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AYV52072.1|ARO:3002882|lmrD,gb|WP_323056190.1|ARO:3007843|VRA-F,28.111,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAM10414.1|ARO:3003039|OprA,gb|CAG39033.1|ARO:3003301|Saur_gyrB_AMU,27.381,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAX14803.1|ARO:3000782|adeK,gb|NP_216761.1|ARO:3003463|Mtub_kasA_INH,42.308,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AFK13828.1|ARO:3000823|ramA,gb|AAL23089.1|ARO:3003383|Sent_soxS_MULT,50.0,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAV85981.1|ARO:3000533|macA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,26.415,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAB58160.1|ARO:3003009|ceoA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,37.107,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAA03986.1|ARO:3000343|tap,gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,68.382,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAC45805.1|ARO:3002702|cmrA,gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,29.226,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAA16547.1|ARO:3000027|emrA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,22.33,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ACS83748.1|ARO:3000573|tet(43),gb|CAA42550.1|ARO:3003028|lmrA,33.795,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAA34300.1|ARO:3003033|mexY,gb|AAL82403.1|ARO:3003297|Bbac_gyrA_FLO,31.148,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AML99881.1|ARO:3001327|MdtK,gb|AAN44541.1|ARO:3003941|Sfle_parC_FLO,26.25,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CAB13166.1|ARO:3003063|ykkC,gb|CUX99269.1|ARO:3003790|Efac_liaF_DAP,29.032,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC75733.1|ARO:3000074|emrB,gb|CAA42550.1|ARO:3003028|lmrA,27.807,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AGV28567.1|ARO:3000559|adeN,gb|ACF30254.1|ARO:3004851|Ngon_mtrR_AZM,30.631,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAE77781.1|ARO:3000795|mdtE,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,39.193,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAA15221.2|ARO:3000263|marA,gb|AAL23089.1|ARO:3003383|Sent_soxS_MULT,41.837,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAF42062.1|ARO:3000811|mtrD,gb|AAC71220.1|ARO:3004631|Mgen_gyrA_FLO,30.0,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAA74437.1|ARO:3000378|MexB,gb|NP_215182.1|ARO:3004994|Mtub_rpoC_RIF,30.0,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAD09860.1|ARO:3000561|tet(30),gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,47.619,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAV80464.1|ARO:3000565|tet(38),gb|CAG39240.1|ARO:3003902|Saur_UhpT_FOF,19.231,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAN06707.1|ARO:3000165|tet(A),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,34.375,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAD25063.1|ARO:3000183|tet(Z),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,31.818,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAD51345.1|ARO:3003052|smeB,gb|NP_217449.1|ARO:3004975|Mtub_ppsC_PZA,29.032,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC36944.1|ARO:3003006|blt,gb|CAA42550.1|ARO:3003028|lmrA,20.339,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAE78083.1|ARO:3003549|mdtO,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,41.667,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|BAA07072.1|ARO:3002812|pp-flo,gb|CAC30845.1|ARO:3003284|Mlep_rpoB_RIF,42.308,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAK76137.1|ARO:3000024|patA,gb|WP_323056190.1|ARO:3007843|VRA-F,24.034,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAK76136.1|ARO:3000025|patB,gb|WP_323056190.1|ARO:3007843|VRA-F,27.23,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC43969.1|ARO:3003037|opcM,gb|NP_215181.1|ARO:3003283|Mtub_rpoB_RIF,27.869,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAK99679.1|ARO:3000822|pmrA,gb|CAA42550.1|ARO:3003028|lmrA,23.129,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAD12227.2|ARO:3000478|tet(33),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,30.682,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAK37619.1|ARO:3000481|tet(35),gb|AAG08352.1|ARO:3003685|Paer_parE_FLO,28.571,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAR96051.1|ARO:3002894|otr(C),gb|WP_323056190.1|ARO:3007843|VRA-F,17.04,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG03546.1|ARO:3003679|TriA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,25.625,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG03547.1|ARO:3003680|TriB,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,24.26,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG03548.1|ARO:3003681|TriC,gb|CAA38861.1|ARO:3007423|Ecol_PBP3_BLA,40.625,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAG08359.1|ARO:3003682|OpmH,gb|P24734.3|ARO:3007491|Paer_ampR_ATM,26.897,lt_40,antibiotic efflux,antibiotic inactivation,0
gb|BAE06007.1|ARO:3003698|mexP,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,27.299,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAE06008.1|ARO:3003699|mexQ,gb|NP_218310.1|ARO:3003327|Mtub_embC_EMB,36.364,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG07065.1|ARO:3003692|MexJ,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,25.532,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG07064.1|ARO:3003693|MexK,gb|CAG39240.1|ARO:3003902|Saur_UhpT_FOF,35.484,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG07762.1|ARO:3003030|MexV,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,27.299,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG07763.1|ARO:3003031|MexW,gb|VEH83056.1|ARO:3007544|Erhu_gyrA_ENR,29.63,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAE06009.1|ARO:3003700|opmE,gb|NP_216424.1|ARO:3005102|Mtub_katG_PTO,33.333,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAE06005.1|ARO:3003704|mexM,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,33.875,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAE06006.1|ARO:3003705|mexN,gb|BAA37152.1|ARO:3003702|Paer_ParC_FLO,25.49,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAA26793.1|ARO:3003748|oleC,gb|WP_323056190.1|ARO:3007843|VRA-F,25.806,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ABW91179.1|ARO:3004665|cmlA8,gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP,26.374,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ANK04027.1|ARO:3003838|gadW,gb|AAL23089.1|ARO:3003383|Sent_soxS_MULT,27.381,lt_40,antibiotic efflux,antibiotic efflux,1
