query_id,pident,true_label,pred_label_embedding,embedding_correct,blast_correct
gb|ADM92605.1|ARO:3000553|adeR,37.229000,antibiotic efflux,antibiotic target alteration,0,0
gb|CAH35802.1|ARO:3002983|amrB,70.663000,antibiotic efflux,antibiotic efflux,1,1
gb|AAG03814.1|ARO:3000377|MexA,57.951000,antibiotic efflux,antibiotic efflux,1,1
gb|BAC67143.1|ARO:3000166|tet(B),61.440000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC72341.1|ARO:3000182|tet(Y),57.841000,antibiotic efflux,antibiotic efflux,1,1
gb|AAD22144.1|ARO:3002698|cmlB,85.749000,antibiotic efflux,antibiotic efflux,1,1
gb|AAV85982.1|ARO:3000535|macB,31.050000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAG07595.1|ARO:3000809|OpmD,35.635000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC60780.1|ARO:3003049|rosB,26.531000,antibiotic efflux,antibiotic efflux,1,1
gb|AAA20116.1|ARO:3000180|tetA(P),28.972000,antibiotic efflux,antibiotic efflux,1,1
gb|BAA11237.1|ARO:3000254|emrY,62.374000,antibiotic efflux,antibiotic efflux,1,1
gb|CAJ77855.1|ARO:3000779|adeH,51.620000,antibiotic efflux,antibiotic efflux,1,1
gb|AAQ10694.1|ARO:3003047|qacB,35.789000,antibiotic efflux,antibiotic efflux,1,1
gb|KIX81495.1|ARO:3002813|lmrB,39.474000,antibiotic efflux,antibiotic efflux,1,1
gb|ACJ59254.1|ARO:3000768|abeS,54.808000,antibiotic efflux,antibiotic efflux,1,1
gb|ABV18113.1|ARO:3001329|mdtG,44.898000,antibiotic efflux,antibiotic efflux,1,1
gb|BAA11236.1|ARO:3000206|emrK,52.059000,antibiotic efflux,antibiotic efflux,1,1
gb|BAC11911.1|ARO:3003551|emeA,45.113000,antibiotic efflux,antibiotic efflux,1,1
gb|AAX14802.1|ARO:3000781|adeJ,58.509000,antibiotic efflux,antibiotic efflux,1,1
gb|CAC14596.1|ARO:3003057|smeF,46.822000,antibiotic efflux,antibiotic efflux,1,1
gb|BAA07390.1|ARO:3002893|tcr3,32.665000,antibiotic efflux,antibiotic efflux,1,1
gb|CAC80727.1|ARO:3000476|tet(31),56.533000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC76296.1|ARO:3000656|AcrS,32.653000,antibiotic efflux,antibiotic efflux,1,0
gb|ABS43151.1|ARO:3000784|cmeB,40.779000,antibiotic efflux,antibiotic efflux,1,1
gb|BAO79432.1|ARO:3000785|cmeC,25.738000,antibiotic efflux,antibiotic efflux,1,1
gb|AAB41956.1|ARO:3000800|MexC,46.797000,antibiotic efflux,antibiotic efflux,1,1
gb|AAB41958.1|ARO:3000802|OprJ,47.598000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC75136.1|ARO:3000793|mdtB,66.829000,antibiotic efflux,antibiotic efflux,1,1
gb|BAB56495.1|ARO:3000746|mepR,27.193000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAL14440.1|ARO:3000775|adeB,48.094000,antibiotic efflux,antibiotic efflux,1,1
gb|BAE77933.1|ARO:3000518|CRP,22.222000,antibiotic efflux,antibiotic target alteration,0,1
gb|CAC14595.1|ARO:3003056|smeE,60.577000,antibiotic efflux,antibiotic efflux,1,1
gb|CAD70268.1|ARO:3002704|fexA,58.405000,antibiotic efflux,antibiotic efflux,1,1
gb|AAA99505.1|ARO:3002988|bcrB,21.277000,antibiotic efflux,antibiotic efflux,1,0
gb|AAD04032.1|ARO:3002892|otr(B),30.182000,antibiotic efflux,antibiotic efflux,1,1
gb|CAM12479.1|ARO:3000567|tet(40),28.685000,antibiotic efflux,antibiotic efflux,1,1
gb|AAK97755.1|ARO:3000167|tet(C),78.030000,antibiotic efflux,antibiotic efflux,1,1
gb|AAD25538.1|ARO:3000174|tet(G),67.617000,antibiotic efflux,antibiotic efflux,1,1
gb|AAF27726.1|ARO:3002694|cmlA4,95.227000,antibiotic efflux,antibiotic efflux,1,1
gb|BAB36671.1|ARO:3000832|evgA,30.769000,antibiotic efflux,antibiotic efflux,1,1
gb|AAA26057.1|ARO:3002693|cmlA1,96.181000,antibiotic efflux,antibiotic efflux,1,1
gb|CAL30186.1|ARO:3002699|cmlB1,76.585000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC73564.1|ARO:3000216|acrB,69.847000,antibiotic efflux,antibiotic efflux,1,1
gb|CAA75663.1|ARO:3000175|tet(H),52.141000,antibiotic efflux,antibiotic efflux,1,1
gb|AAW66497.1|ARO:3000566|tet(39),56.568000,antibiotic efflux,antibiotic efflux,1,1
gb|AAG05881.1|ARO:3000803|MexE,47.059000,antibiotic efflux,antibiotic efflux,1,1
gb|AAD12753.1|ARO:3000177|tet(J),51.990000,antibiotic efflux,antibiotic efflux,1,1
gb|AAB84282.1|ARO:3000181|tet(V),23.295000,antibiotic efflux,antibiotic efflux,1,1
gb|CCQ22388.1|ARO:3000421|norB,59.179000,antibiotic efflux,antibiotic efflux,1,1
gb|AAL19304.1|ARO:3000791|mdsC,51.695000,antibiotic efflux,antibiotic efflux,1,1
gb|ABS43901.1|ARO:3000783|cmeA,28.750000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC77293.1|ARO:3001214|mdtM,39.947000,antibiotic efflux,antibiotic efflux,1,1
gb|AAF67494.2|ARO:3002522|novA,32.269000,antibiotic efflux,antibiotic efflux,1,1
gb|CAJ77857.1|ARO:3000778|adeG,42.818000,antibiotic efflux,antibiotic efflux,1,1
gb|CAL34518.1|ARO:3000526|cmeR,29.231000,antibiotic efflux,antibiotic efflux,1,1
gb|BAB35162.1|ARO:3000676|H-NS,28.571000,antibiotic efflux,antibiotic target protection,0,0
gb|AAB58161.1|ARO:3003010|ceoB,64.466000,antibiotic efflux,antibiotic efflux,1,1
gb|AAA22277.1|ARO:3003007|bmr,52.926000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC60781.1|ARO:3003048|rosA,32.609000,antibiotic efflux,antibiotic efflux,1,1
gb|AAD51346.1|ARO:3003053|smeC,53.017000,antibiotic efflux,antibiotic efflux,1,1
gb|AAL75563.1|ARO:3000168|tet(D),67.624000,antibiotic efflux,antibiotic efflux,1,1
gb|ACJ63262.1|ARO:3003107|mef(B),40.100000,antibiotic efflux,antibiotic efflux,1,1
gb|AEZ36150.1|ARO:3000448|QepA1,98.630000,antibiotic efflux,antibiotic efflux,1,1
gb|AAL14439.1|ARO:3000774|adeA,39.612000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC75137.1|ARO:3000794|mdtC,62.770000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC75429.1|ARO:3000833|evgS,28.205000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAC75731.1|ARO:3000516|emrR,70.000000,antibiotic efflux,antibiotic efflux,1,0
gb|AAF42063.1|ARO:3000810|mtrC,42.347000,antibiotic efflux,antibiotic efflux,1,1
gb|AAG03380.1|ARO:3002703|cmx,41.582000,antibiotic efflux,antibiotic efflux,1,0
gb|BAD89844.2|ARO:3000753|abeM,39.333000,antibiotic efflux,antibiotic efflux,1,1
gb|AAL19305.1|ARO:3000790|mdsB,69.363000,antibiotic efflux,antibiotic efflux,1,1
gb|ATC67679.1|ARO:3000838|arlR,42.478000,antibiotic efflux,antibiotic efflux,1,0
gb|BAA16344.1|ARO:3000491|acrD,61.979000,antibiotic efflux,antibiotic efflux,1,1
gb|AAK52606.1|ARO:3002696|cmlA6,96.420000,antibiotic efflux,antibiotic efflux,1,1
gb|BAE78084.1|ARO:3003548|mdtN,31.803000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAB28795.1|ARO:3000178|tet(K),73.894000,antibiotic efflux,antibiotic efflux,1,1
gb|AFK80333.1|ARO:3001313|facT,29.752000,antibiotic efflux,antibiotic efflux,1,1
gb|ACJ41739.1|ARO:3000780|adeI,46.040000,antibiotic efflux,antibiotic efflux,1,1
gb|AAG07593.1|ARO:3000807|MexH,36.685000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC76298.1|ARO:3000502|AcrF,66.828000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC76297.1|ARO:3000499|AcrE,69.333000,antibiotic efflux,antibiotic efflux,1,1
gb|AAD51344.1|ARO:3003051|smeA,47.814000,antibiotic efflux,antibiotic target protection,0,1
gb|CAH35803.1|ARO:3002982|amrA,58.355000,antibiotic efflux,antibiotic efflux,1,1
gb|AAD51348.1|ARO:3003066|smeR,35.319000,antibiotic efflux,antibiotic efflux,1,0
gb|AAS68233.1|ARO:3000391|norA,80.103000,antibiotic efflux,antibiotic efflux,1,1
gb|AAD44693.1|ARO:3000816|mtrA,24.603000,antibiotic efflux,antibiotic efflux,1,0
gb|AAB41957.1|ARO:3000801|MexD,50.000000,antibiotic efflux,antibiotic efflux,1,1
gb|AAP93922.1|ARO:3000569|tet(41),70.541000,antibiotic efflux,antibiotic efflux,1,1
gb|AYV52072.1|ARO:3002882|lmrD,62.205000,antibiotic efflux,antibiotic efflux,1,1
gb|BAM10414.1|ARO:3003039|OprA,59.560000,antibiotic efflux,antibiotic efflux,1,1
gb|AAX14803.1|ARO:3000782|adeK,42.857000,antibiotic efflux,antibiotic efflux,1,1
gb|AAV85981.1|ARO:3000533|macA,27.011000,antibiotic efflux,antibiotic efflux,1,1
gb|AAB58160.1|ARO:3003009|ceoA,38.095000,antibiotic efflux,antibiotic efflux,1,1
gb|CAA03986.1|ARO:3000343|tap,24.289000,antibiotic efflux,antibiotic efflux,1,1
gb|AAC45805.1|ARO:3002702|cmrA,45.573000,antibiotic efflux,antibiotic efflux,1,0
gb|BAA16547.1|ARO:3000027|emrA,81.282000,antibiotic efflux,antibiotic efflux,1,1
gb|ACS83748.1|ARO:3000573|tet(43),28.297000,antibiotic efflux,antibiotic efflux,1,1
gb|BAA34300.1|ARO:3003033|mexY,70.309000,antibiotic efflux,antibiotic efflux,1,1
gb|AML99881.1|ARO:3001327|MdtK,24.190000,antibiotic efflux,antibiotic efflux,1,1
gb|CAB13166.1|ARO:3003063|ykkC,30.000000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAC75733.1|ARO:3000074|emrB,99.805000,antibiotic efflux,antibiotic efflux,1,1
gb|AGV28567.1|ARO:3000559|adeN,27.907000,antibiotic efflux,antibiotic efflux,1,0
gb|BAE77781.1|ARO:3000795|mdtE,54.822000,antibiotic efflux,antibiotic efflux,1,1
gb|AAF42062.1|ARO:3000811|mtrD,49.905000,antibiotic efflux,antibiotic efflux,1,1
gb|ACT97415.1|ARO:3002999|CblA-1,41.077000,antibiotic inactivation,antibiotic target alteration,0,1
gb|AEJ08681.1|ARO:3001109|SHV-52,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFJ59957.1|ARO:3001989|CTX-M-130,99.313000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AEX08599.1|ARO:3002356|NDM-6,99.630000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAP68758.1|ARO:3001855|ACT-35,97.900000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAF61417.1|ARO:3002244|CARB-5,99.664000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAT45742.1|ARO:3000988|TEM-126,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACH58990.1|ARO:3002511|LRA-12,56.272000,antibiotic inactivation,antibiotic efflux,0,1
gb|AAF19151.1|ARO:3000938|TEM-72,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAD45935.1|ARO:3000928|TEM-59,99.639000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACS35345.1|ARO:3002320|KPC-10,99.317000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AEV91551.1|ARO:3001711|OXA-212,95.620000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAB94707.1|ARO:3002193|IMP-2,89.431000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAA63264.1|ARO:3002012|CMY-1,99.738000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AGW16411.1|ARO:3001517|OXA-329,97.802000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AEV91214.1|ARO:3001832|ACT-10,96.842000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAO09635.1|ARO:3001557|OXA-371,98.540000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFA51699.1|ARO:3001980|CTX-M-121,99.313000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAS48620.1|ARO:3002372|VEB-3,98.662000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAA26652.1|ARO:3002835|lnuA,29.252000,antibiotic inactivation,antibiotic efflux,0,1
gb|CAD58780.1|ARO:3001794|OXA-45,43.846000,antibiotic inactivation,antibiotic efflux,0,1
gb|ACM67635.1|ARO:3001800|OXA-226,99.273000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AIS67611.1|ARO:3003163|CTX-M-155,98.969000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AIT76106.1|ARO:3002146|DHA-15,99.736000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAI43424.1|ARO:3002415|OXY-6-3,98.625000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACC85616.1|ARO:3002804|FosA2,69.853000,antibiotic inactivation,antibiotic efflux,0,1
gb|AAA26699.1|ARO:3002649|APH(3')-Va,79.623000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia,71.429000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAI43422.1|ARO:3002413|OXY-6-1,98.969000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AIT76099.1|ARO:3002125|CMY-114,99.475000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAQ08905.1|ARO:3001808|OXA-60,35.556000,antibiotic inactivation,antibiotic efflux,0,1
gb|CAJ77809.1|ARO:3001650|OXA-90,99.270000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAG29813.1|ARO:3002380|SME-2,71.034000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAA25683.1|ARO:3002538|AAC(3)-IIIc,88.302000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAL79541.1|ARO:3002397|OXY-2-2,99.655000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACS44783.1|ARO:3002188|MOX-5,83.290000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AGE11905.1|ARO:3000904|TEM-34,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAM86994.1|ARO:3001617|OXA-69,98.905000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAO33760.1|ARO:3000879|TEM-7,99.617000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAA84973.1|ARO:3001082|SHV-24,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CCE94500.1|ARO:3001502|OXA-256,96.617000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AGW16412.1|ARO:3001518|OXA-330,97.802000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ADM21467.1|ARO:3002053|CMY-42,99.738000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib,98.256000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFU25635.1|ARO:3002083|CMY-70,99.213000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFK80745.1|ARO:3002350|GES-21,98.955000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAN04883.1|ARO:3001099|SHV-41,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AHN53381.1|ARO:3001577|OXA-391,99.635000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAR84298.1|ARO:3000996|TEM-132,98.951000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAH10847.1|ARO:3002620|aadA23,99.228000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AGT37351.1|ARO:3002360|NDM-10,98.148000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAN04884.1|ARO:3001100|SHV-42,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAK49460.1|ARO:3001429|OXA-35,99.624000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAF64386.1|ARO:3001076|SHV-18,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAA90432.1|ARO:3003026|fusH,30.508000,antibiotic inactivation,antibiotic efflux,0,1
gb|CAJ47134.2|ARO:3001133|SHV-79,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAA71322.1|ARO:3000916|TEM-47,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAA46346.1|ARO:3000887|TEM-16,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AGC50807.1|ARO:3002307|VIM-37,99.248000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AIT76085.1|ARO:3001849|ACT-29,97.895000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAA71947.1|ARO:3002157|FOX-3,96.335000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACE77058.1|ARO:3002366|PER-4,98.377000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAF05908.1|ARO:3000845|GIM-1,43.210000,antibiotic inactivation,antibiotic target alteration,0,1
gb|BAM62793.1|ARO:3002233|IMP-42,99.593000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAK82652.1|ARO:3000965|TEM-102,98.252000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAB39956.1|ARO:3000979|TEM-116,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ADK55605.1|ARO:3002066|CMY-55,99.738000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAY84742.1|ARO:3001904|CTX-M-42,98.969000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACI22621.1|ARO:3001154|SHV-105,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFK73446.1|ARO:3002092|CMY-79,99.475000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ADT91162.1|ARO:3002067|CMY-56,99.738000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AJA32744.1|ARO:3003149|OXA-426,99.635000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ADP02979.1|ARO:3002059|CMY-48,99.738000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAT46413.1|ARO:3000972|TEM-109,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAG27800.1|ARO:3003203|TLA-2,54.296000,antibiotic inactivation,antibiotic target alteration,0,1
gb|AHN60527.1|ARO:3001071|SHV-12,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAT01092.1|ARO:3001773|OXA-61,46.559000,antibiotic inactivation,antibiotic target alteration,0,1
gb|AAC09012.1|ARO:3002243|CARB-4,86.806000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAL68645.1|ARO:3002681|catB9,68.137000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAC32889.2|ARO:3000912|TEM-43,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACQ82813.1|ARO:3002507|PDC-8,99.748000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAD03493.1|ARO:3002565|AAC(6')-Iu,93.836000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ABN80430.1|ARO:3002375|VEB-5,99.331000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAG44570.1|ARO:3000954|TEM-87,98.601000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACH58989.1|ARO:3002488|LRA-9,39.560000,antibiotic inactivation,antibiotic target alteration,0,1
gb|AAZ73123.1|ARO:3002282|VIM-12,96.617000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAN34365.1|ARO:3002604|aadA4,62.452000,antibiotic inactivation,antibiotic efflux,0,1
gb|AFN88953.1|ARO:3002304|VIM-34,99.248000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ABA06586.1|ARO:3001119|SHV-64,98.951000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAJ05825.1|ARO:3002263|IND-7,92.469000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AJO16042.1|ARO:3001364|SHV-182,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ADR71220.1|ARO:3001045|TEM-183,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CWV56762.1|ARO:3000198|FosX,32.609000,antibiotic inactivation,antibiotic efflux,0,1
gb|AEM44652.1|ARO:3001972|CTX-M-112,99.656000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAV97955.1|ARO:3001912|CTX-M-50,99.656000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAL68178.1|ARO:3001057|TEM-198,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AGC29882.1|ARO:3002853|arr-8,75.333000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFO53532.1|ARO:3002883|rgt1438,45.000000,antibiotic inactivation,antibiotic efflux,0,0
gb|AHV85514.1|ARO:3002383|SME-5,70.345000,antibiotic inactivation,antibiotic efflux,0,1
gb|BAB72158.1|ARO:3002020|CMY-9,99.738000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAX38178.1|ARO:3002634|APH(2'')-Ie,93.688000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAA25680.1|ARO:3002595|AAC(6')-IIb,68.519000,antibiotic inactivation,antibiotic efflux,0,1
gb|AAP69915.1|ARO:3003103|cphA7,96.825000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAD12765.1|ARO:3002203|IMP-12,86.585000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFM55000.1|ARO:3001692|OXA-229,98.913000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAK50801.1|ARO:3001646|OXA-98,99.635000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAG35609.2|ARO:3001422|OXA-27,98.901000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ABH04327.1|ARO:3001144|SHV-92,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACJ47200.1|ARO:3002612|aadA12,97.719000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFQ93498.1|ARO:3002676|catB3,89.524000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACN65419.1|ARO:3002432|OKP-A-15,97.552000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFC75525.1|ARO:3001055|TEM-195,98.252000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf,64.286000,antibiotic inactivation,antibiotic target alteration,0,1
gb|AFH36332.1|ARO:3001677|OXA-236,99.275000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACB73258.1|ARO:3001112|SHV-56,99.650000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACI95258.1|ARO:3002318|KPC-8,99.317000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AHL30276.1|ARO:3001562|OXA-376,99.635000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AFP99885.1|ARO:3002299|VIM-29,98.872000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAF95726.1|ARO:3002050|CMY-39,98.688000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ABW90721.1|ARO:3002287|VIM-17,99.624000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AJE60855.1|ARO:3003209|fosA5,80.292000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AEU17778.1|ARO:3002224|IMP-33,86.992000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ABM67078.1|ARO:3002210|IMP-19,89.431000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAF05612.1|ARO:3000944|TEM-78,99.301000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ABV26705.1|ARO:3002849|arr-4,90.000000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAD23513.1|ARO:3003002|CfxA2,99.688000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AAN38836.1|ARO:3001886|CTX-M-24,99.656000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ACA30420.1|ARO:3002036|CMY-25,99.738000,antibiotic inactivation,antibiotic inactivation,1,1
gb|BAQ56016.1|ARO:3003659|IMP-51,99.187000,antibiotic inactivation,antibiotic inactivation,1,1
gb|AIT76102.1|ARO:3002150|DHA-19,99.208000,antibiotic inactivation,antibiotic inactivation,1,1
gb|ADC91899.1|ARO:3002343|GES-14,99.652000,antibiotic inactivation,antibiotic inactivation,1,1
gb|CAC04522.1|ARO:3002514|OCH-1,99.231000,antibiotic inactivation,antibiotic inactivation,1,1
